t,p,token_id
2022-12-16 00:00:07,0.66,102122366921728883686007723122183182680201356871652918420191682492250640822215
2022-12-17 00:00:08,0.66,102122366921728883686007723122183182680201356871652918420191682492250640822215
2022-12-18 00:00:20,0.66,102122366921728883686007723122183182680201356871652918420191682492250640822215
2022-12-19 00:00:41,0.66,102122366921728883686007723122183182680201356871652918420191682492250640822215
2022-12-20 00:00:42,0.66,102122366921728883686007723122183182680201356871652918420191682492250640822215
2022-12-21 00:00:45,0.66,102122366921728883686007723122183182680201356871652918420191682492250640822215
2022-12-22 00:00:02,0.66,102122366921728883686007723122183182680201356871652918420191682492250640822215
2022-12-23 00:00:42,0.66,102122366921728883686007723122183182680201356871652918420191682492250640822215
2022-12-24 00:00:04,0.66,102122366921728883686007723122183182680201356871652918420191682492250640822215
2022-12-25 00:00:15,0.66,102122366921728883686007723122183182680201356871652918420191682492250640822215
2022-12-26 00:00:25,0.66,102122366921728883686007723122183182680201356871652918420191682492250640822215
2022-12-27 00:00:38,0.66,102122366921728883686007723122183182680201356871652918420191682492250640822215
2022-12-28 00:00:43,0.66,102122366921728883686007723122183182680201356871652918420191682492250640822215
2022-12-29 00:00:19,0.66,102122366921728883686007723122183182680201356871652918420191682492250640822215
2022-12-30 00:00:47,0.66,102122366921728883686007723122183182680201356871652918420191682492250640822215
2022-12-31 00:00:40,0.8,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-01 00:00:08,0.8,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-02 00:00:22,0.8,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-03 00:00:42,0.8,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-04 00:00:30,0.8,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-05 00:00:10,0.8,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-06 00:00:50,0.8,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-07 00:00:16,0.8,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-08 00:00:04,0.88,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-09 00:00:10,0.88,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-10 00:00:25,0.92,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-11 00:00:44,0.87,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-12 00:00:34,0.78,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-13 00:00:19,0.92,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-14 00:00:24,0.95,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-15 00:00:41,0.97,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-16 00:00:43,0.91,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-17 00:00:43,0.97,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-18 00:00:15,0.95,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-19 00:00:05,0.94,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-20 00:00:37,0.95,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-21 00:00:08,0.97,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-22 00:00:54,0.98,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-24 00:00:12,0.97,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-25 00:00:14,0.98,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-26 00:00:54,0.97,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-27 00:00:34,0.97,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-28 00:00:35,0.97,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-29 00:00:40,0.97,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-01-31 00:00:18,0.96,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-02-01 00:00:10,0.96,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-02-22 00:00:19,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-02-23 00:00:35,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-02-24 00:00:26,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-02-25 00:00:05,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-02-26 00:00:29,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-02-27 00:00:26,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-02-28 00:00:03,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-01 00:00:18,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-02 00:00:26,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-03 00:00:31,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-04 00:00:15,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-05 00:00:51,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-06 00:00:14,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-07 00:00:05,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-08 00:00:50,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-09 00:00:32,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-10 00:00:35,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-11 00:00:54,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-12 00:00:54,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-14 00:00:49,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-15 00:00:25,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-16 00:00:06,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-17 00:00:03,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-18 00:00:45,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-19 00:00:22,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-20 00:00:30,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-21 00:00:35,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-23 00:00:39,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-24 00:00:48,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-25 00:00:22,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-26 00:00:06,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-27 00:00:45,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-28 00:00:19,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-29 00:00:49,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-30 00:00:16,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-03-31 00:00:17,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-01 00:00:48,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-02 00:00:52,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-03 00:00:00,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-04 00:00:35,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-05 00:00:24,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-08 00:00:08,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-09 00:00:48,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-10 00:00:31,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-11 00:00:29,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-12 00:00:03,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-13 00:00:22,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-14 00:00:30,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-15 00:00:26,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-16 00:00:45,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-17 00:00:23,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-18 00:00:27,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-19 00:00:23,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-20 00:00:46,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-21 00:00:40,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-22 00:00:24,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-23 00:00:24,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-24 00:00:06,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-25 00:00:30,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-26 00:00:54,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-27 00:00:53,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-28 00:00:34,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-04-30 00:00:13,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-05-01 00:00:19,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-05-02 00:00:47,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-05-04 00:00:54,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-05-05 00:00:04,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-05-06 00:00:12,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-05-07 00:00:24,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-05-08 00:00:41,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-05-09 00:00:08,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-05-10 00:00:45,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-05-11 00:00:36,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-05-12 00:00:54,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-05-13 00:00:42,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-05-15 00:00:02,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-05-16 00:00:23,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2023-05-17 00:00:23,0.5,102122366921728883686007723122183182680201356871652918420191682492250640822215
2022-12-16 00:00:07,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2022-12-17 00:00:08,0.08,50840823040491579160844190313425221953810324677596615897772385992533441988174
2022-12-18 00:00:20,0.08,50840823040491579160844190313425221953810324677596615897772385992533441988174
2022-12-19 00:00:41,0.05,50840823040491579160844190313425221953810324677596615897772385992533441988174
2022-12-20 00:00:42,0.05,50840823040491579160844190313425221953810324677596615897772385992533441988174
2022-12-21 00:00:45,0.05,50840823040491579160844190313425221953810324677596615897772385992533441988174
2022-12-22 00:00:02,0.05,50840823040491579160844190313425221953810324677596615897772385992533441988174
2022-12-23 00:00:42,0.08,50840823040491579160844190313425221953810324677596615897772385992533441988174
2022-12-24 00:00:04,0.08,50840823040491579160844190313425221953810324677596615897772385992533441988174
2022-12-25 00:00:15,0.08,50840823040491579160844190313425221953810324677596615897772385992533441988174
2022-12-26 00:00:25,0.08,50840823040491579160844190313425221953810324677596615897772385992533441988174
2022-12-27 00:00:38,0.08,50840823040491579160844190313425221953810324677596615897772385992533441988174
2022-12-28 00:00:43,0.08,50840823040491579160844190313425221953810324677596615897772385992533441988174
2022-12-29 00:00:19,0.08,50840823040491579160844190313425221953810324677596615897772385992533441988174
2022-12-30 00:00:47,0.08,50840823040491579160844190313425221953810324677596615897772385992533441988174
2022-12-31 00:00:40,0.08,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-01 00:00:08,0.08,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-02 00:00:22,0.08,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-03 00:00:42,0.08,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-04 00:00:30,0.08,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-05 00:00:10,0.08,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-06 00:00:50,0.08,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-07 00:00:16,0.08,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-08 00:00:04,0.08,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-09 00:00:10,0.08,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-10 00:00:25,0.09,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-11 00:00:44,0.09,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-12 00:00:34,0.02,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-13 00:00:19,0.02,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-14 00:00:24,0.02,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-15 00:00:41,0.02,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-16 00:00:43,0.02,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-17 00:00:43,0.02,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-18 00:00:15,0.01,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-19 00:00:05,0.01,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-20 00:00:37,0.01,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-21 00:00:08,0.01,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-22 00:00:54,0.01,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-24 00:00:12,0.01,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-25 00:00:14,0.01,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-26 00:00:54,0.01,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-27 00:00:34,0.01,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-28 00:00:35,0.01,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-29 00:00:40,0.01,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-01-31 00:00:18,0.01,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-02-01 00:00:10,0.01,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-02-22 00:00:19,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-02-23 00:00:35,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-02-24 00:00:26,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-02-25 00:00:05,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-02-26 00:00:29,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-02-27 00:00:26,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-02-28 00:00:03,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-01 00:00:18,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-02 00:00:26,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-03 00:00:31,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-04 00:00:15,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-05 00:00:51,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-06 00:00:14,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-07 00:00:05,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-08 00:00:50,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-09 00:00:32,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-10 00:00:35,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-11 00:00:54,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-12 00:00:54,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-14 00:00:49,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-15 00:00:25,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-16 00:00:06,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-17 00:00:03,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-18 00:00:45,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-19 00:00:22,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-20 00:00:30,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-21 00:00:35,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-23 00:00:39,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-24 00:00:48,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-25 00:00:22,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-26 00:00:06,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-27 00:00:45,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-28 00:00:19,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-29 00:00:49,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-30 00:00:16,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-03-31 00:00:17,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-01 00:00:48,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-02 00:00:52,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-03 00:00:00,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-04 00:00:35,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-05 00:00:24,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-08 00:00:08,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-09 00:00:48,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-10 00:00:31,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-11 00:00:29,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-12 00:00:03,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-13 00:00:22,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-14 00:00:30,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-15 00:00:26,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-16 00:00:45,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-17 00:00:23,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-18 00:00:27,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-19 00:00:23,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-20 00:00:46,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-21 00:00:40,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-22 00:00:24,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-23 00:00:24,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-24 00:00:06,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-25 00:00:30,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-26 00:00:54,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-27 00:00:53,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-28 00:00:34,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-04-30 00:00:13,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-05-01 00:00:19,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-05-02 00:00:47,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-05-04 00:00:54,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-05-05 00:00:04,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-05-06 00:00:12,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-05-07 00:00:24,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-05-08 00:00:41,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-05-09 00:00:08,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-05-10 00:00:45,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-05-11 00:00:36,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-05-12 00:00:54,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-05-13 00:00:42,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-05-15 00:00:02,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-05-16 00:00:23,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2023-05-17 00:00:23,0.5,50840823040491579160844190313425221953810324677596615897772385992533441988174
2022-12-16 00:00:07,0.25,47964004584107225500321701776265303926067511500178575227907010687520299492312
2022-12-17 00:00:08,0.25,47964004584107225500321701776265303926067511500178575227907010687520299492312
2022-12-18 00:00:20,0.25,47964004584107225500321701776265303926067511500178575227907010687520299492312
2022-12-19 00:00:41,0.25,47964004584107225500321701776265303926067511500178575227907010687520299492312
2022-12-20 00:00:42,0.25,47964004584107225500321701776265303926067511500178575227907010687520299492312
2022-12-21 00:00:45,0.25,47964004584107225500321701776265303926067511500178575227907010687520299492312
2022-12-22 00:00:02,0.25,47964004584107225500321701776265303926067511500178575227907010687520299492312
2022-12-23 00:00:42,0.2,47964004584107225500321701776265303926067511500178575227907010687520299492312
2022-12-24 00:00:04,0.2,47964004584107225500321701776265303926067511500178575227907010687520299492312
2022-12-25 00:00:15,0.2,47964004584107225500321701776265303926067511500178575227907010687520299492312
2022-12-26 00:00:25,0.2,47964004584107225500321701776265303926067511500178575227907010687520299492312
2022-12-27 00:00:38,0.2,47964004584107225500321701776265303926067511500178575227907010687520299492312
2022-12-28 00:00:43,0.2,47964004584107225500321701776265303926067511500178575227907010687520299492312
2022-12-29 00:00:19,0.2,47964004584107225500321701776265303926067511500178575227907010687520299492312
2022-12-30 00:00:47,0.2,47964004584107225500321701776265303926067511500178575227907010687520299492312
2022-12-31 00:00:40,0.2,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-01 00:00:08,0.2,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-02 00:00:22,0.2,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-03 00:00:42,0.2,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-04 00:00:30,0.2,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-05 00:00:10,0.2,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-06 00:00:50,0.2,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-07 00:00:16,0.2,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-08 00:00:04,0.25,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-09 00:00:10,0.25,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-10 00:00:25,0.16,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-11 00:00:44,0.12,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-12 00:00:34,0.23,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-13 00:00:19,0.09,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-14 00:00:24,0.05,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-15 00:00:41,0.04,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-16 00:00:43,0.06,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-17 00:00:43,0.04,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-18 00:00:15,0.04,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-19 00:00:05,0.05,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-20 00:00:37,0.05,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-21 00:00:08,0.02,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-22 00:00:54,0.02,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-24 00:00:12,0.04,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-25 00:00:14,0.02,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-26 00:00:54,0.03,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-27 00:00:34,0.03,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-28 00:00:35,0.04,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-29 00:00:40,0.04,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-30 00:00:39,0.03,47964004584107225500321701776265303926067511500178575227907010687520299492312
2023-01-31 00:00:18,0.03,47964004584107225500321701776265303926067511500178575227907010687520299492312
